"","WAUSHARA.Class","WAUSHARA.fieldacres","WAUSHARA.Commodity","WAUSHARA.Bin","WAUSHARA.Year","WAUSHARA.year","WAUSHARA.threshold","WAUSHARA.NASSacres","WAUSHARA.County"
"927",1,47919.5741937573,"CORN","Corn",2018,2018,14,87300,"WAUSHARA"
"928",5,34175.3253901152,"SOYBEANS","Soy",2018,2018,14,62200,"WAUSHARA"
"929",24,591.726791932346,"WHEAT","Winter Wheat",2018,2018,14,3090,"WAUSHARA"
"931",36,435.551117395159,"HAY","Alfalfa",2018,2018,14,2510,"WAUSHARA"
"933",1,53199.7182585114,"CORN","Corn",2018,2018,13,87300,"WAUSHARA"
"934",5,36735.9594130657,"SOYBEANS","Soy",2018,2018,13,62200,"WAUSHARA"
"935",24,895.6126492386,"WHEAT","Winter Wheat",2018,2018,13,3090,"WAUSHARA"
"937",36,664.002097419387,"HAY","Alfalfa",2018,2018,13,2510,"WAUSHARA"
"939",1,55463.1065428126,"CORN","Corn",2018,2018,12,87300,"WAUSHARA"
"940",5,38405.5027160657,"SOYBEANS","Soy",2018,2018,12,62200,"WAUSHARA"
"941",24,983.507273913099,"WHEAT","Winter Wheat",2018,2018,12,3090,"WAUSHARA"
"943",36,765.942170625692,"HAY","Alfalfa",2018,2018,12,2510,"WAUSHARA"
"945",1,57567.5410144969,"CORN","Corn",2018,2018,11,87300,"WAUSHARA"
"946",5,40401.6921749063,"SOYBEANS","Soy",2018,2018,11,62200,"WAUSHARA"
"947",24,1015.4977703643,"WHEAT","Winter Wheat",2018,2018,11,3090,"WAUSHARA"
"949",36,828.527684976064,"HAY","Alfalfa",2018,2018,11,2510,"WAUSHARA"
"951",1,59543.328695744,"CORN","Corn",2018,2018,10,87300,"WAUSHARA"
"952",5,42489.9479854781,"SOYBEANS","Soy",2018,2018,10,62200,"WAUSHARA"
"953",24,1042.08836465447,"WHEAT","Winter Wheat",2018,2018,10,3090,"WAUSHARA"
"955",36,858.543250367685,"HAY","Alfalfa",2018,2018,10,2510,"WAUSHARA"
"957",1,60155.6693689566,"CORN","Corn",2018,2018,9,87300,"WAUSHARA"
"958",5,42928.884976878,"SOYBEANS","Soy",2018,2018,9,62200,"WAUSHARA"
"959",24,1047.53238636957,"WHEAT","Winter Wheat",2018,2018,9,3090,"WAUSHARA"
"961",36,889.665482047434,"HAY","Alfalfa",2018,2018,9,2510,"WAUSHARA"
"963",1,63453.6081213932,"CORN","Corn",2018,2018,8,87300,"WAUSHARA"
"964",5,45220.0924941369,"SOYBEANS","Soy",2018,2018,8,62200,"WAUSHARA"
"965",24,1093.06273802277,"WHEAT","Winter Wheat",2018,2018,8,3090,"WAUSHARA"
"967",36,962.89721814526,"HAY","Alfalfa",2018,2018,8,2510,"WAUSHARA"
"969",1,64823.8610565352,"CORN","Corn",2018,2018,7,87300,"WAUSHARA"
"970",5,46035.5434873033,"SOYBEANS","Soy",2018,2018,7,62200,"WAUSHARA"
"971",24,1140.33928261704,"WHEAT","Winter Wheat",2018,2018,7,3090,"WAUSHARA"
"973",36,1011.24452677058,"HAY","Alfalfa",2018,2018,7,2510,"WAUSHARA"
"975",1,65154.368738047,"CORN","Corn",2018,2018,6,87300,"WAUSHARA"
"976",5,46246.118758875,"SOYBEANS","Soy",2018,2018,6,62200,"WAUSHARA"
"977",24,1184.93677166079,"WHEAT","Winter Wheat",2018,2018,6,3090,"WAUSHARA"
"979",36,1002.95903452532,"HAY","Alfalfa",2018,2018,6,2510,"WAUSHARA"
"981",1,67427.0680200407,"CORN","Corn",2018,2018,5,87300,"WAUSHARA"
"982",5,47056.3778215565,"SOYBEANS","Soy",2018,2018,5,62200,"WAUSHARA"
"983",24,1163.62224185945,"WHEAT","Winter Wheat",2018,2018,5,3090,"WAUSHARA"
"985",36,1036.07518248176,"HAY","Alfalfa",2018,2018,5,2510,"WAUSHARA"
"987",1,71386.3841060777,"CORN","Corn",2018,2018,4,87300,"WAUSHARA"
"988",5,50169.6305654544,"SOYBEANS","Soy",2018,2018,4,62200,"WAUSHARA"
"989",24,1242.37845340448,"WHEAT","Winter Wheat",2018,2018,4,3090,"WAUSHARA"
"991",36,1157.93205563346,"HAY","Alfalfa",2018,2018,4,2510,"WAUSHARA"
"993",1,72276.7628918791,"CORN","Corn",2018,2018,3,87300,"WAUSHARA"
"994",5,50773.3189498166,"SOYBEANS","Soy",2018,2018,3,62200,"WAUSHARA"
"995",24,1299.17624603019,"WHEAT","Winter Wheat",2018,2018,3,3090,"WAUSHARA"
"997",36,1186.05668771782,"HAY","Alfalfa",2018,2018,3,2510,"WAUSHARA"
"999",1,80876.3984556925,"CORN","Corn",2018,2018,2,87300,"WAUSHARA"
"1000",5,56303.5757014616,"SOYBEANS","Soy",2018,2018,2,62200,"WAUSHARA"
"1001",24,1627.18062310008,"WHEAT","Winter Wheat",2018,2018,2,3090,"WAUSHARA"
"1003",36,1599.55028843154,"HAY","Alfalfa",2018,2018,2,2510,"WAUSHARA"
"1005",1,82882.2469877914,"CORN","Corn",2018,2018,1,87300,"WAUSHARA"
"1006",5,57275.4413019033,"SOYBEANS","Soy",2018,2018,1,62200,"WAUSHARA"
"1007",24,1673.37161494787,"WHEAT","Winter Wheat",2018,2018,1,3090,"WAUSHARA"
"1009",36,1782.88536060273,"HAY","Alfalfa",2018,2018,1,2510,"WAUSHARA"
"1095",1,46716.1460047819,"CORN","Corn",2020,2020,14,85000,"WAUSHARA"
"1096",5,34784.2009640877,"SOYBEANS","Soy",2020,2020,14,62100,"WAUSHARA"
"1097",24,461.399844650588,"WHEAT","Winter Wheat",2020,2020,14,2320,"WAUSHARA"
"1099",36,798.691886601763,"HAY","Alfalfa",2020,2020,14,11370,"WAUSHARA"
"1103",1,51665.2889903155,"CORN","Corn",2020,2020,13,85000,"WAUSHARA"
"1104",5,37781.21040201,"SOYBEANS","Soy",2020,2020,13,62100,"WAUSHARA"
"1105",24,630.831486640152,"WHEAT","Winter Wheat",2020,2020,13,2320,"WAUSHARA"
"1107",36,956.233827035611,"HAY","Alfalfa",2020,2020,13,11370,"WAUSHARA"
"1111",1,54026.762846214,"CORN","Corn",2020,2020,12,85000,"WAUSHARA"
"1112",5,39304.2797673505,"SOYBEANS","Soy",2020,2020,12,62100,"WAUSHARA"
"1113",24,702.718294774333,"WHEAT","Winter Wheat",2020,2020,12,2320,"WAUSHARA"
"1115",36,1018.59099208381,"HAY","Alfalfa",2020,2020,12,11370,"WAUSHARA"
"1119",1,56259.2526907517,"CORN","Corn",2020,2020,11,85000,"WAUSHARA"
"1120",5,40947.9757016296,"SOYBEANS","Soy",2020,2020,11,62100,"WAUSHARA"
"1121",24,825.77186640209,"WHEAT","Winter Wheat",2020,2020,11,2320,"WAUSHARA"
"1123",36,1190.23353188715,"HAY","Alfalfa",2020,2020,11,11370,"WAUSHARA"
"1127",1,58451.1550351768,"CORN","Corn",2020,2020,10,85000,"WAUSHARA"
"1128",5,42722.9773650095,"SOYBEANS","Soy",2020,2020,10,62100,"WAUSHARA"
"1129",24,934.693576167666,"WHEAT","Winter Wheat",2020,2020,10,2320,"WAUSHARA"
"1131",36,1215.93533715173,"HAY","Alfalfa",2020,2020,10,11370,"WAUSHARA"
"1135",1,59074.6978367835,"CORN","Corn",2020,2020,9,85000,"WAUSHARA"
"1136",5,43148.7938360396,"SOYBEANS","Soy",2020,2020,9,62100,"WAUSHARA"
"1137",24,941.182784947618,"WHEAT","Winter Wheat",2020,2020,9,2320,"WAUSHARA"
"1139",36,1260.49615903502,"HAY","Alfalfa",2020,2020,9,11370,"WAUSHARA"
"1143",1,62608.1482250779,"CORN","Corn",2020,2020,8,85000,"WAUSHARA"
"1144",5,45071.214294024,"SOYBEANS","Soy",2020,2020,8,62100,"WAUSHARA"
"1145",24,1102.15473969326,"WHEAT","Winter Wheat",2020,2020,8,2320,"WAUSHARA"
"1147",36,1222.19545205678,"HAY","Alfalfa",2020,2020,8,11370,"WAUSHARA"
"1151",1,64005.2593859662,"CORN","Corn",2020,2020,7,85000,"WAUSHARA"
"1152",5,45890.2963703461,"SOYBEANS","Soy",2020,2020,7,62100,"WAUSHARA"
"1153",24,1101.92864157435,"WHEAT","Winter Wheat",2020,2020,7,2320,"WAUSHARA"
"1155",36,1285.0406797045,"HAY","Alfalfa",2020,2020,7,11370,"WAUSHARA"
"1159",1,64345.410901911,"CORN","Corn",2020,2020,6,85000,"WAUSHARA"
"1160",5,46075.2150062526,"SOYBEANS","Soy",2020,2020,6,62100,"WAUSHARA"
"1161",24,1149.52273880725,"WHEAT","Winter Wheat",2020,2020,6,2320,"WAUSHARA"
"1163",36,1288.57256881391,"HAY","Alfalfa",2020,2020,6,11370,"WAUSHARA"
"1167",1,66187.6840529861,"CORN","Corn",2020,2020,5,85000,"WAUSHARA"
"1168",5,47206.7962381141,"SOYBEANS","Soy",2020,2020,5,62100,"WAUSHARA"
"1169",24,1190.05092988894,"WHEAT","Winter Wheat",2020,2020,5,2320,"WAUSHARA"
"1171",36,1344.54187707412,"HAY","Alfalfa",2020,2020,5,11370,"WAUSHARA"
"1175",1,70012.2528226385,"CORN","Corn",2020,2020,4,85000,"WAUSHARA"
"1176",5,50249.4014782993,"SOYBEANS","Soy",2020,2020,4,62100,"WAUSHARA"
"1177",24,1241.92965920405,"WHEAT","Winter Wheat",2020,2020,4,2320,"WAUSHARA"
"1180",36,1577.50091258089,"HAY","Alfalfa",2020,2020,4,11370,"WAUSHARA"
"1183",1,70919.9489356062,"CORN","Corn",2020,2020,3,85000,"WAUSHARA"
"1184",5,50789.5860794057,"SOYBEANS","Soy",2020,2020,3,62100,"WAUSHARA"
"1185",24,1265.1618015385,"WHEAT","Winter Wheat",2020,2020,3,2320,"WAUSHARA"
"1188",36,1629.52538672954,"HAY","Alfalfa",2020,2020,3,11370,"WAUSHARA"
"1191",1,79175.2114548667,"CORN","Corn",2020,2020,2,85000,"WAUSHARA"
"1192",5,56306.9623839268,"SOYBEANS","Soy",2020,2020,2,62100,"WAUSHARA"
"1193",24,1459.27292509378,"WHEAT","Winter Wheat",2020,2020,2,2320,"WAUSHARA"
"1196",36,2110.9048822651,"HAY","Alfalfa",2020,2020,2,11370,"WAUSHARA"
"1199",1,81019.1202388514,"CORN","Corn",2020,2020,1,85000,"WAUSHARA"
"1200",5,57445.325302233,"SOYBEANS","Soy",2020,2020,1,62100,"WAUSHARA"
"1201",24,1532.21085008888,"WHEAT","Winter Wheat",2020,2020,1,2320,"WAUSHARA"
"1204",36,2208.91048378282,"HAY","Alfalfa",2020,2020,1,11370,"WAUSHARA"
"1211",24,990.55972083532,"WHEAT","Winter Wheat",2021,2021,14,4270,"WAUSHARA"
"1219",24,1338.56134386068,"WHEAT","Winter Wheat",2021,2021,13,4270,"WAUSHARA"
"1227",24,1416.18937659427,"WHEAT","Winter Wheat",2021,2021,12,4270,"WAUSHARA"
"1235",24,1502.33698436283,"WHEAT","Winter Wheat",2021,2021,11,4270,"WAUSHARA"
"1243",24,1539.45188611732,"WHEAT","Winter Wheat",2021,2021,10,4270,"WAUSHARA"
"1251",24,1556.33836092118,"WHEAT","Winter Wheat",2021,2021,9,4270,"WAUSHARA"
"1259",24,1609.87454319293,"WHEAT","Winter Wheat",2021,2021,8,4270,"WAUSHARA"
"1267",24,1554.01381381084,"WHEAT","Winter Wheat",2021,2021,7,4270,"WAUSHARA"
"1275",24,1573.86627726075,"WHEAT","Winter Wheat",2021,2021,6,4270,"WAUSHARA"
"1283",24,1614.51043838087,"WHEAT","Winter Wheat",2021,2021,5,4270,"WAUSHARA"
"1291",24,1846.72059950167,"WHEAT","Winter Wheat",2021,2021,4,4270,"WAUSHARA"
"1298",24,1940.33578869211,"WHEAT","Winter Wheat",2021,2021,3,4270,"WAUSHARA"
"1305",24,2487.90322440091,"WHEAT","Winter Wheat",2021,2021,2,4270,"WAUSHARA"
"1312",24,2528.26248621548,"WHEAT","Winter Wheat",2021,2021,1,4270,"WAUSHARA"
