"","LANGLADE.Class","LANGLADE.fieldacres","LANGLADE.Commodity","LANGLADE.Bin","LANGLADE.Year","LANGLADE.year","LANGLADE.threshold","LANGLADE.NASSacres","LANGLADE.County"
"1084",1,267537.033927409,"CORN","Corn",2020,2020,12,271500,"LANGLADE"
"1085",5,248213.750514887,"SOYBEANS","Soy",2020,2020,12,255000,"LANGLADE"
"1087",24,1098.01842077409,"WHEAT","Winter Wheat",2020,2020,12,3340,"LANGLADE"
"1089",36,260.054916628472,"HAY","Alfalfa",2020,2020,12,540,"LANGLADE"
"1091",1,269237.467647887,"CORN","Corn",2020,2020,11,271500,"LANGLADE"
"1092",5,250061.785092271,"SOYBEANS","Soy",2020,2020,11,255000,"LANGLADE"
"1094",24,1123.6880583188,"WHEAT","Winter Wheat",2020,2020,11,3340,"LANGLADE"
"1096",36,285.562108275237,"HAY","Alfalfa",2020,2020,11,540,"LANGLADE"
"1098",1,269780.042076014,"CORN","Corn",2020,2020,10,271500,"LANGLADE"
"1099",5,250729.757585143,"SOYBEANS","Soy",2020,2020,10,255000,"LANGLADE"
"1101",24,1141.65743127008,"WHEAT","Winter Wheat",2020,2020,10,3340,"LANGLADE"
"1103",36,302.270942184328,"HAY","Alfalfa",2020,2020,10,540,"LANGLADE"
"1105",1,269982.667424775,"CORN","Corn",2020,2020,9,271500,"LANGLADE"
"1106",5,250888.132217031,"SOYBEANS","Soy",2020,2020,9,255000,"LANGLADE"
"1108",24,1141.98445648825,"WHEAT","Winter Wheat",2020,2020,9,3340,"LANGLADE"
"1110",36,304.138967512775,"HAY","Alfalfa",2020,2020,9,540,"LANGLADE"
"1112",1,270043.066180412,"CORN","Corn",2020,2020,8,271500,"LANGLADE"
"1113",5,251137.665543446,"SOYBEANS","Soy",2020,2020,8,255000,"LANGLADE"
"1115",24,1142.0205660336,"WHEAT","Winter Wheat",2020,2020,8,3340,"LANGLADE"
"1117",36,324.222496398847,"HAY","Alfalfa",2020,2020,8,540,"LANGLADE"
"1119",1,270312.567084888,"CORN","Corn",2020,2020,7,271500,"LANGLADE"
"1120",5,251398.400382482,"SOYBEANS","Soy",2020,2020,7,255000,"LANGLADE"
"1122",24,1144.76779158549,"WHEAT","Winter Wheat",2020,2020,7,3340,"LANGLADE"
"1124",36,372.264153966205,"HAY","Alfalfa",2020,2020,7,540,"LANGLADE"
"1126",1,270610.069849749,"CORN","Corn",2020,2020,6,271500,"LANGLADE"
"1127",5,251502.07016152,"SOYBEANS","Soy",2020,2020,6,255000,"LANGLADE"
"1129",24,1147.60381542918,"WHEAT","Winter Wheat",2020,2020,6,3340,"LANGLADE"
"1131",36,390.668229466627,"HAY","Alfalfa",2020,2020,6,540,"LANGLADE"
"1133",1,270862.334309303,"CORN","Corn",2020,2020,5,271500,"LANGLADE"
"1134",5,251879.991756137,"SOYBEANS","Soy",2020,2020,5,255000,"LANGLADE"
"1136",24,1146.97600801441,"WHEAT","Winter Wheat",2020,2020,5,3340,"LANGLADE"
"1138",36,409.47772786617,"HAY","Alfalfa",2020,2020,5,540,"LANGLADE"
"1140",1,271498.575746911,"CORN","Corn",2020,2020,4,271500,"LANGLADE"
"1141",5,252211.070175542,"SOYBEANS","Soy",2020,2020,4,255000,"LANGLADE"
"1143",24,1170.42302874849,"WHEAT","Winter Wheat",2020,2020,4,3340,"LANGLADE"
"1145",36,455.703588425411,"HAY","Alfalfa",2020,2020,4,540,"LANGLADE"
"1147",1,273210.277356933,"CORN","Corn",2020,2020,3,271500,"LANGLADE"
"1148",5,253854.826102011,"SOYBEANS","Soy",2020,2020,3,255000,"LANGLADE"
"1150",24,1179.48153909469,"WHEAT","Winter Wheat",2020,2020,3,3340,"LANGLADE"
"1152",36,499.327567987571,"HAY","Alfalfa",2020,2020,3,540,"LANGLADE"
"1154",1,273716.51668144,"CORN","Corn",2020,2020,2,271500,"LANGLADE"
"1155",5,254387.94134564,"SOYBEANS","Soy",2020,2020,2,255000,"LANGLADE"
"1157",24,1198.83011210366,"WHEAT","Winter Wheat",2020,2020,2,3340,"LANGLADE"
"1159",36,523.963049690709,"HAY","Alfalfa",2020,2020,2,540,"LANGLADE"
"1161",1,274271.882426533,"CORN","Corn",2020,2020,1,271500,"LANGLADE"
"1162",5,255118.189226797,"SOYBEANS","Soy",2020,2020,1,255000,"LANGLADE"
"1164",24,1223.33939093072,"WHEAT","Winter Wheat",2020,2020,1,3340,"LANGLADE"
"1166",36,633.584667476842,"HAY","Alfalfa",2020,2020,1,540,"LANGLADE"
"1168",1,250294.339234139,"CORN","Corn",2021,2021,14,262000,"LANGLADE"
"1169",5,254586.447902381,"SOYBEANS","Soy",2021,2021,14,263000,"LANGLADE"
"1172",36,291.363165133435,"HAY","Alfalfa",2021,2021,14,500,"LANGLADE"
"1173",1,253745.54561147,"CORN","Corn",2021,2021,13,262000,"LANGLADE"
"1174",5,257463.276198971,"SOYBEANS","Soy",2021,2021,13,263000,"LANGLADE"
"1178",36,406.556034721885,"HAY","Alfalfa",2021,2021,13,500,"LANGLADE"
"1179",1,254995.65472284,"CORN","Corn",2021,2021,12,262000,"LANGLADE"
"1180",5,259759.829592587,"SOYBEANS","Soy",2021,2021,12,263000,"LANGLADE"
"1184",36,474.62534736246,"HAY","Alfalfa",2021,2021,12,500,"LANGLADE"
"1185",1,257014.724359773,"CORN","Corn",2021,2021,11,262000,"LANGLADE"
"1186",5,261275.953752524,"SOYBEANS","Soy",2021,2021,11,263000,"LANGLADE"
"1190",36,515.517242466156,"HAY","Alfalfa",2021,2021,11,500,"LANGLADE"
"1192",1,257593.983099842,"CORN","Corn",2021,2021,10,262000,"LANGLADE"
"1193",5,261939.806304573,"SOYBEANS","Soy",2021,2021,10,263000,"LANGLADE"
"1197",36,511.534474238049,"HAY","Alfalfa",2021,2021,10,500,"LANGLADE"
"1199",1,257766.715688303,"CORN","Corn",2021,2021,9,262000,"LANGLADE"
"1200",5,262125.95426306,"SOYBEANS","Soy",2021,2021,9,263000,"LANGLADE"
"1204",36,514.926708572284,"HAY","Alfalfa",2021,2021,9,500,"LANGLADE"
"1206",1,258017.281518376,"CORN","Corn",2021,2021,8,262000,"LANGLADE"
"1207",5,262196.604178248,"SOYBEANS","Soy",2021,2021,8,263000,"LANGLADE"
"1211",36,514.920538216852,"HAY","Alfalfa",2021,2021,8,500,"LANGLADE"
"1213",1,258276.771852414,"CORN","Corn",2021,2021,7,262000,"LANGLADE"
"1214",5,262445.979753247,"SOYBEANS","Soy",2021,2021,7,263000,"LANGLADE"
"1218",36,581.245317429133,"HAY","Alfalfa",2021,2021,7,500,"LANGLADE"
"1220",1,258351.009536226,"CORN","Corn",2021,2021,6,262000,"LANGLADE"
"1221",5,262737.280204477,"SOYBEANS","Soy",2021,2021,6,263000,"LANGLADE"
"1225",36,630.744260113525,"HAY","Alfalfa",2021,2021,6,500,"LANGLADE"
"1227",1,258714.782297706,"CORN","Corn",2021,2021,5,262000,"LANGLADE"
"1228",5,262986.2639215,"SOYBEANS","Soy",2021,2021,5,263000,"LANGLADE"
"1232",36,658.148231670799,"HAY","Alfalfa",2021,2021,5,500,"LANGLADE"
"1234",1,259373.382339452,"CORN","Corn",2021,2021,4,262000,"LANGLADE"
"1235",5,263313.985721002,"SOYBEANS","Soy",2021,2021,4,263000,"LANGLADE"
"1239",36,701.852755578271,"HAY","Alfalfa",2021,2021,4,500,"LANGLADE"
"1241",1,260995.303629775,"CORN","Corn",2021,2021,3,262000,"LANGLADE"
"1242",5,265032.674121949,"SOYBEANS","Soy",2021,2021,3,263000,"LANGLADE"
"1246",36,756.282890742702,"HAY","Alfalfa",2021,2021,3,500,"LANGLADE"
"1248",1,261670.071030024,"CORN","Corn",2021,2021,2,262000,"LANGLADE"
"1249",5,265387.523647173,"SOYBEANS","Soy",2021,2021,2,263000,"LANGLADE"
"1253",36,793.694927270763,"HAY","Alfalfa",2021,2021,2,500,"LANGLADE"
"1255",1,262395.516717525,"CORN","Corn",2021,2021,1,262000,"LANGLADE"
"1256",5,265916.510300189,"SOYBEANS","Soy",2021,2021,1,263000,"LANGLADE"
"1260",36,909.370386831048,"HAY","Alfalfa",2021,2021,1,500,"LANGLADE"
