"","OCEANA.Class","OCEANA.fieldacres","OCEANA.Commodity","OCEANA.Bin","OCEANA.Year","OCEANA.year","OCEANA.threshold","OCEANA.NASSacres","OCEANA.County"
"2700",229,109.185754911302,"PUMPKINS","Pumpkins",2017,2017,3,615,"OCEANA"
"2701",1,11845.8434643461,"CORN","Corn",2017,2017,2,28798,"OCEANA"
"2703",5,3662.23065666601,"SOYBEANS","Soy",2017,2017,2,10085,"OCEANA"
"2704",24,976.187015424409,"WHEAT","Winter Wheat",2017,2017,2,4895,"OCEANA"
"2705",27,528.848545693438,"RYE","Rye",2017,2017,2,1485,"OCEANA"
"2706",28,35.8776151962738,"OATS","Row Crops",2017,2017,2,654,"OCEANA"
"2707",36,8199.7730830585,"ALFALFA","Alfalfa",2017,2017,2,8212,"OCEANA"
"2708",37,25.6595727517358,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,2,1120,"OCEANA"
"2709",42,477.868794955958,"DRY BEANS","Dry Beans",2017,2017,2,1313,"OCEANA"
"2711",66,5673.54859186164,"CHERRIES","Cherries",2017,2017,2,8558,"OCEANA"
"2712",67,29.5332537447174,"PEACHES","Tree Crops",2017,2017,2,1448,"OCEANA"
"2713",68,1103.76744975297,"APPLES","Apples",2017,2017,2,3650,"OCEANA"
"2715",77,72.5974908014661,"PEARS","Tree Crops",2017,2017,2,418,"OCEANA"
"2716",206,649.624136170791,"CARROTS","Row Crops",2017,2017,2,1828,"OCEANA"
"2717",207,242.35316861785,"ASPARAGUS","Row Crops",2017,2017,2,13715,"OCEANA"
"2718",222,558.557322143557,"SQUASH","Row Crops",2017,2017,2,5038,"OCEANA"
"2719",229,109.569774903754,"PUMPKINS","Pumpkins",2017,2017,2,615,"OCEANA"
"2720",1,11960.9317593821,"CORN","Corn",2017,2017,1,28798,"OCEANA"
"2722",5,3704.49348123029,"SOYBEANS","Soy",2017,2017,1,10085,"OCEANA"
"2723",24,1000.2488409697,"WHEAT","Winter Wheat",2017,2017,1,4895,"OCEANA"
"2724",27,546.345627539928,"RYE","Rye",2017,2017,1,1485,"OCEANA"
"2725",28,35.8776151962738,"OATS","Row Crops",2017,2017,1,654,"OCEANA"
"2726",36,8483.68891465994,"ALFALFA","Alfalfa",2017,2017,1,8212,"OCEANA"
"2727",37,25.2769601598084,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,1,1120,"OCEANA"
"2728",42,477.098240182988,"DRY BEANS","Dry Beans",2017,2017,1,1313,"OCEANA"
"2730",66,6061.36066617928,"CHERRIES","Cherries",2017,2017,1,8558,"OCEANA"
"2731",67,29.5332537447174,"PEACHES","Tree Crops",2017,2017,1,1448,"OCEANA"
"2732",68,1212.88691262469,"APPLES","Apples",2017,2017,1,3650,"OCEANA"
"2734",77,72.5974908014661,"PEARS","Tree Crops",2017,2017,1,418,"OCEANA"
"2735",206,653.25628692738,"CARROTS","Row Crops",2017,2017,1,1828,"OCEANA"
"2736",207,254.609233289102,"ASPARAGUS","Row Crops",2017,2017,1,13715,"OCEANA"
"2737",222,581.686454240158,"SQUASH","Row Crops",2017,2017,1,5038,"OCEANA"
"2738",229,110.1093702375,"PUMPKINS","Pumpkins",2017,2017,1,615,"OCEANA"
