"","VAN.BUREN.Class","VAN.BUREN.fieldacres","VAN.BUREN.Commodity","VAN.BUREN.Bin","VAN.BUREN.Year","VAN.BUREN.year","VAN.BUREN.threshold","VAN.BUREN.NASSacres","VAN.BUREN.County"
"2756",53,24.4152413482147,"PEAS","Row Crops",2017,2017,2,4,"VAN BUREN"
"2759",66,796.163199571663,"CHERRIES","Cherries",2017,2017,2,831,"VAN BUREN"
"2760",67,22.8726811161462,"PEACHES","Tree Crops",2017,2017,2,210,"VAN BUREN"
"2761",68,1569.06383248838,"APPLES","Apples",2017,2017,2,2532,"VAN BUREN"
"2762",69,3301.10742443427,"GRAPES","Tree Crops",2017,2017,2,3183,"VAN BUREN"
"2765",207,15.6099983639337,"ASPARAGUS","Row Crops",2017,2017,2,1250,"VAN BUREN"
"2766",222,295.030753136027,"SQUASH","Row Crops",2017,2017,2,490,"VAN BUREN"
"2769",1,43867.4797977085,"CORN","Corn",2017,2017,1,56355,"VAN BUREN"
"2771",5,33951.7963530556,"SOYBEANS","Soy",2017,2017,1,34377,"VAN BUREN"
"2772",24,1145.23580776172,"WHEAT","Winter Wheat",2017,2017,1,646,"VAN BUREN"
"2775",36,4673.22335734957,"ALFALFA","Alfalfa",2017,2017,1,6826,"VAN BUREN"
"2776",37,629.201187784096,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,1,1639,"VAN BUREN"
"2777",42,29.4043974761444,"DRY BEANS","Dry Beans",2017,2017,1,4,"VAN BUREN"
"2778",43,244.999526312945,"POTATOES","Potatoes",2017,2017,1,24,"VAN BUREN"
"2781",53,24.4152413482147,"PEAS","Row Crops",2017,2017,1,4,"VAN BUREN"
"2784",66,883.050726764061,"CHERRIES","Cherries",2017,2017,1,831,"VAN BUREN"
"2785",67,22.8726811161462,"PEACHES","Tree Crops",2017,2017,1,210,"VAN BUREN"
"2786",68,1622.79501082965,"APPLES","Apples",2017,2017,1,2532,"VAN BUREN"
"2787",69,3347.54691317819,"GRAPES","Tree Crops",2017,2017,1,3183,"VAN BUREN"
"2790",207,15.6099983639337,"ASPARAGUS","Row Crops",2017,2017,1,1250,"VAN BUREN"
"2791",222,298.879383377007,"SQUASH","Row Crops",2017,2017,1,490,"VAN BUREN"
